city_ascii,state_id,state_name,county_name,population,density,timezone
Labadieville,LA,Louisiana,Assumption,2092,207,America/Chicago
Zion,PA,Pennsylvania,Centre,2092,280,America/New_York
Graysville,AL,Alabama,Jefferson,2092,47,America/Chicago
San Ysidro,NM,New Mexico,Doña Ana,2091,305,America/Denver
Eastport,NY,New York,Suffolk,2091,153,America/New_York
Lakemont,PA,Pennsylvania,Blair,2091,490,America/New_York
Milford,NE,Nebraska,Seward,2090,992,America/Chicago
Williamsport,MD,Maryland,Washington,2089,820,America/New_York
Essex Fells,NJ,New Jersey,Essex,2088,572,America/New_York
Pymatuning Central,PA,Pennsylvania,Crawford,2088,49,America/New_York
Marshall,VA,Virginia,Fauquier,2088,279,America/New_York
Walnutport,PA,Pennsylvania,Northampton,2087,1066,America/New_York
Geneva,NE,Nebraska,Fillmore,2086,355,America/Chicago
Greenfield,TN,Tennessee,Weakley,2086,231,America/Chicago
Crystal Lawns,IL,Illinois,Will,2086,1221,America/Chicago
Astatula,FL,Florida,Lake,2085,257,America/New_York
New Eagle,PA,Pennsylvania,Washington,2085,792,America/New_York
Gurdon,AR,Arkansas,Clark,2085,331,America/Chicago
Cabin John,MD,Maryland,Montgomery,2085,683,America/New_York
Marceline,MO,Missouri,Linn,2085,245,America/Chicago
Granby,MO,Missouri,Newton,2085,181,America/Chicago
Montegut,LA,Louisiana,Terrebonne,2084,191,America/Chicago
Trucksville,PA,Pennsylvania,Luzerne,2084,463,America/New_York
Eglin AFB,FL,Florida,Okaloosa,2083,265,America/Chicago
Cairo,IL,Illinois,Alexander,2083,115,America/Chicago
Versailles,IN,Indiana,Ripley,2083,501,America/Indiana/Indianapolis
Auburn,MI,Michigan,Bay,2083,761,America/Detroit
Glendale,MS,Mississippi,Forrest,2083,493,America/Chicago
Rockwell City,IA,Iowa,Calhoun,2082,190,America/Chicago
Naples,UT,Utah,Uintah,2082,121,America/Denver
Houston,MO,Missouri,Texas,2082,220,America/Chicago
Galesburg,MI,Michigan,Kalamazoo,2081,569,America/Detroit
Cabool,MO,Missouri,Texas,2080,205,America/Chicago
Cowarts,AL,Alabama,Houston,2079,107,America/Chicago
Columbus Grove,OH,Ohio,Putnam,2079,653,America/New_York
Columbus,MT,Montana,Stillwater,2079,584,America/Denver
El Tumbao,PR,Puerto Rico,Guánica,2079,750,America/Puerto_Rico
Cambridge,IL,Illinois,Henry,2078,402,America/Chicago
Pecatonica,IL,Illinois,Winnebago,2078,633,America/Chicago
Elsberry,MO,Missouri,Lincoln,2077,491,America/Chicago
Tracy,MN,Minnesota,Lyon,2077,334,America/Chicago
Ord,NE,Nebraska,Valley,2076,381,America/Chicago
Southmont,PA,Pennsylvania,Cambria,2076,763,America/New_York
River Heights,UT,Utah,Cache,2076,1186,America/Denver
Westbrook Center,CT,Connecticut,Middlesex,2075,474,America/New_York
Seneca,KS,Kansas,Nemaha,2075,484,America/Chicago
Oakley,KS,Kansas,Logan,2075,416,America/Chicago
Coal Grove,OH,Ohio,Lawrence,2074,421,America/New_York
Southworth,WA,Washington,Kitsap,2073,237,America/Los_Angeles
Morrisville,VT,Vermont,Lamoille,2073,409,America/New_York
Weatherby Lake,MO,Missouri,Platte,2073,779,America/Chicago
Holcomb,KS,Kansas,Finney,2073,647,America/Chicago
New Haven,MO,Missouri,Franklin,2072,249,America/Chicago
Stevensville,MT,Montana,Ravalli,2072,617,America/Denver
Tiburones,PR,Puerto Rico,Barceloneta,2072,4839,America/Puerto_Rico
Blanco,TX,Texas,Blanco,2071,229,America/Chicago
North Vacherie,LA,Louisiana,Saint James,2071,142,America/Chicago
Cardington,OH,Ohio,Morrow,2071,398,America/New_York
Browns Lake,WI,Wisconsin,Racine,2070,314,America/Chicago
Lyman,WY,Wyoming,Uinta,2070,513,America/Denver
Anthony,KS,Kansas,Harper,2070,264,America/Chicago
Kirbyville,TX,Texas,Jasper,2069,330,America/Chicago
Dolgeville,NY,New York,Herkimer,2069,446,America/New_York
Topton,PA,Pennsylvania,Berks,2069,1153,America/New_York
Wellington,TX,Texas,Collingsworth,2068,585,America/Chicago
Pegram,TN,Tennessee,Cheatham,2068,110,America/Chicago
Sac City,IA,Iowa,Sac,2068,164,America/Chicago
Los Prados,PR,Puerto Rico,Caguas,2068,3236,America/Puerto_Rico
Robesonia,PA,Pennsylvania,Berks,2067,895,America/New_York
Conway,PA,Pennsylvania,Beaver,2067,625,America/New_York
Greensburg,KY,Kentucky,Green,2066,383,America/Chicago
Barview,OR,Oregon,Coos,2066,577,America/Los_Angeles
Glen Rock,PA,Pennsylvania,York,2065,995,America/New_York
Colfax,IA,Iowa,Jasper,2064,337,America/Chicago
Pardeeville,WI,Wisconsin,Columbia,2063,414,America/Chicago
Lake Mary Jane,FL,Florida,Orange,2063,151,America/New_York
Unionville,TN,Tennessee,Bedford,2063,88,America/Chicago
Stephens City,VA,Virginia,Frederick,2063,328,America/New_York
North Beach Haven,NJ,New Jersey,Ocean,2061,438,America/New_York
Cape Carteret,NC,North Carolina,Carteret,2061,315,America/New_York
Midway,GA,Georgia,Liberty,2061,123,America/New_York
Jarales,NM,New Mexico,Valencia,2060,91,America/Denver
McCamey,TX,Texas,Upton,2060,392,America/Chicago
Olton,TX,Texas,Lamb,2060,585,America/Chicago
Simmesport,LA,Louisiana,Avoyelles,2060,364,America/Chicago
New Stanton,PA,Pennsylvania,Westmoreland,2060,198,America/New_York
Kohler,WI,Wisconsin,Sheboygan,2059,149,America/Chicago
Hudson Bend,TX,Texas,Travis,2059,199,America/Chicago
Jacksboro,TN,Tennessee,Campbell,2058,307,America/New_York
Castlewood,VA,Virginia,Russell,2058,110,America/New_York
Stratford,TX,Texas,Sherman,2057,344,America/Chicago
Thorsby,AL,Alabama,Chilton,2057,136,America/Chicago
Wilsonville,AL,Alabama,Shelby,2056,75,America/Chicago
Chevy Chase Village,MD,Maryland,Montgomery,2056,1891,America/New_York
Ganado,TX,Texas,Jackson,2055,681,America/Chicago
Imperial,NE,Nebraska,Chase,2055,262,America/Denver
Bellerose Terrace,NY,New York,Nassau,2055,6346,America/New_York
Three Forks,MT,Montana,Gallatin,2055,544,America/Denver
Leonard,TX,Texas,Fannin,2054,345,America/Chicago
Hale Center,TX,Texas,Hale,2054,552,America/Chicago
Seth Ward,TX,Texas,Hale,2054,353,America/Chicago
Brinkley,AR,Arkansas,Monroe,2054,175,America/Chicago
Edgard,LA,Louisiana,Saint John the Baptist,2053,69,America/Chicago
Jermyn,PA,Pennsylvania,Lackawanna,2053,1000,America/New_York
Buena Vista,GA,Georgia,Marion,2053,246,America/New_York
Postville,IA,Iowa,Allamakee,2053,375,America/Chicago
Chenoweth,OR,Oregon,Wasco,2053,140,America/Los_Angeles
Warren,OR,Oregon,Columbia,2053,125,America/Los_Angeles
Ida Grove,IA,Iowa,Ida,2052,366,America/Chicago
Lisbon,ND,North Dakota,Ransom,2051,345,America/Chicago
Sacaton,AZ,Arizona,Pinal,2051,97,America/Phoenix
Yorktown,TX,Texas,DeWitt,2050,458,America/Chicago
Gibsonia,PA,Pennsylvania,Allegheny,2050,205,America/New_York
McDonald,PA,Pennsylvania,Washington,2050,1516,America/New_York
Hinckley,IL,Illinois,DeKalb,2050,934,America/Chicago
Snow Hill,MD,Maryland,Worcester,2050,261,America/New_York
West Branch,MI,Michigan,Ogemaw,2050,517,America/Detroit
Bellevue,IL,Illinois,Peoria,2049,355,America/Chicago
Newburgh Heights,OH,Ohio,Cuyahoga,2049,1358,America/New_York
Woodland Beach,MI,Michigan,Monroe,2049,1521,America/Detroit
Hanscom AFB,MA,Massachusetts,Middlesex,2048,887,America/New_York
Fifth Street,TX,Texas,Fort Bend,2047,1108,America/Chicago
Bellport,NY,New York,Suffolk,2047,552,America/New_York
Eddington,PA,Pennsylvania,Bucks,2047,1428,America/New_York
Salem,AR,Arkansas,Saline,2047,253,America/Chicago
Veedersburg,IN,Indiana,Fountain,2047,268,America/Indiana/Indianapolis
Saint Croix Falls,WI,Wisconsin,Polk,2046,158,America/Chicago
West Hill,OH,Ohio,Trumbull,2045,533,America/New_York
Troup,TX,Texas,Smith,2044,321,America/Chicago
Harbor,OR,Oregon,Curry,2044,411,America/Los_Angeles
East McKeesport,PA,Pennsylvania,Allegheny,2042,1901,America/New_York
Bertsch-Oceanview,CA,California,Del Norte,2042,148,America/Los_Angeles
Pearson,GA,Georgia,Atkinson,2042,235,America/New_York
Ninety Six,SC,South Carolina,Greenwood,2042,438,America/New_York
Afton,WY,Wyoming,Lincoln,2041,177,America/Denver
East Ithaca,NY,New York,Tompkins,2041,454,America/New_York
Halstead,KS,Kansas,Harvey,2041,577,America/Chicago
Selmont-West Selmont,AL,Alabama,Dallas,2040,240,America/Chicago
Lake Odessa,MI,Michigan,Ionia,2040,885,America/Detroit
Liberty City,TX,Texas,Gregg,2039,129,America/Chicago
Erath,LA,Louisiana,Vermilion,2039,448,America/Chicago
North Beach,MD,Maryland,Calvert,2039,2390,America/New_York
Little River-Academy,TX,Texas,Bell,2038,411,America/Chicago
Belcourt,ND,North Dakota,Rolette,2038,135,America/Chicago
Mountain Lake,MN,Minnesota,Cottonwood,2037,521,America/Chicago
Washburn,WI,Wisconsin,Bayfield,2036,201,America/Chicago
Creola,AL,Alabama,Mobile,2036,55,America/Chicago
Banks,OR,Oregon,Washington,2036,1094,America/Los_Angeles
Ocean Gate,NJ,New Jersey,Ocean,2035,1746,America/New_York
Estill Springs,TN,Tennessee,Franklin,2034,177,America/Chicago
Laurel Hollow,NY,New York,Nassau,2033,265,America/New_York
Manchester Center,VT,Vermont,Bennington,2033,173,America/New_York
Quail Ridge,FL,Florida,Pasco,2031,200,America/New_York
Jemez Pueblo,NM,New Mexico,Sandoval,2031,383,America/Denver
Gardendale,TX,Texas,Ector,2031,68,America/Chicago
Bayou Gauche,LA,Louisiana,Saint Charles,2031,61,America/Chicago
Leadville North,CO,Colorado,Lake,2031,319,America/Denver
Cudjoe Key,FL,Florida,Monroe,2030,151,America/New_York
Heritage Pines,FL,Florida,Pasco,2030,745,America/New_York
Star City,AR,Arkansas,Lincoln,2030,163,America/Chicago
Arial,SC,South Carolina,Pickens,2030,167,America/New_York
Cuba City,WI,Wisconsin,Grant,2029,675,America/Chicago
Sea Isle City,NJ,New Jersey,Cape May,2029,355,America/New_York
Monte Alto,TX,Texas,Hidalgo,2029,348,America/Chicago
Hughesville,PA,Pennsylvania,Lycoming,2029,1214,America/New_York
Jonestown,PA,Pennsylvania,Lebanon,2028,1235,America/New_York
Oakwood Hills,IL,Illinois,McHenry,2028,719,America/Chicago
Kahoka,MO,Missouri,Clark,2028,500,America/Chicago
Volga,SD,South Dakota,Brookings,2028,821,America/Chicago
Rankin,PA,Pennsylvania,Allegheny,2027,1790,America/New_York
North York,PA,Pennsylvania,York,2027,2566,America/New_York
Lexington,IL,Illinois,McLean,2026,382,America/Chicago
Charlotte Hall,MD,Maryland,Saint Mary's,2026,154,America/New_York
Beresford,SD,South Dakota,Union,2026,438,America/Chicago
Lofall,WA,Washington,Kitsap,2025,391,America/Los_Angeles
Hurlock,MD,Maryland,Dorchester,2024,292,America/New_York
Mannington,WV,West Virginia,Marion,2023,714,America/New_York
Maunawili,HI,Hawaii,Honolulu,2023,427,Pacific/Honolulu
Las Carolinas,PR,Puerto Rico,Caguas,2023,2230,America/Puerto_Rico
Amboy,WA,Washington,Clark,2022,78,America/Los_Angeles
Vinton,TX,Texas,El Paso,2022,284,America/Denver
Leipsic,OH,Ohio,Putnam,2022,211,America/New_York
Columbia City,OR,Oregon,Columbia,2022,995,America/Los_Angeles
Hamlin,TX,Texas,Jones,2021,147,America/Chicago
Detroit Beach,MI,Michigan,Monroe,2021,1254,America/Detroit
Kiefer,OK,Oklahoma,Creek,2020,326,America/Chicago
Kemah,TX,Texas,Galveston,2019,423,America/Chicago
Haynesville,LA,Louisiana,Claiborne,2019,161,America/Chicago
Pine Level,NC,North Carolina,Johnston,2019,453,America/New_York
Piru,CA,California,Ventura,2019,277,America/Los_Angeles
Lake Summerset,IL,Illinois,Winnebago,2019,378,America/Chicago
Mangonia Park,FL,Florida,Palm Beach,2018,1041,America/New_York
Pojoaque,NM,New Mexico,Santa Fe,2018,178,America/Denver
Southwest Greensburg,PA,Pennsylvania,Westmoreland,2018,1988,America/New_York
McAlmont,AR,Arkansas,Pulaski,2017,500,America/Chicago
Sigourney,IA,Iowa,Keokuk,2017,356,America/Chicago
Troy,TX,Texas,Bell,2016,167,America/Chicago
Woodville,OH,Ohio,Sandusky,2016,577,America/New_York
Tigerville,SC,South Carolina,Greenville,2016,585,America/New_York
Long Beach,MD,Maryland,Calvert,2015,465,America/New_York
Sharpsburg,NC,North Carolina,Nash,2013,764,America/New_York
Houserville,PA,Pennsylvania,Centre,2013,709,America/New_York
Sun Valley,PA,Pennsylvania,Monroe,2013,270,America/New_York
Sparks,GA,Georgia,Cook,2013,196,America/New_York
Hillsboro Beach,FL,Florida,Broward,2012,2124,America/New_York
Memphis,TX,Texas,Hall,2012,346,America/Chicago
Laymantown,VA,Virginia,Botetourt,2012,265,America/New_York
Belmont Estates,VA,Virginia,Rockingham,2012,1169,America/New_York
Shelby,MI,Michigan,Oceana,2012,473,America/Detroit
South Wenatchee,WA,Washington,Chelan,2011,669,America/Los_Angeles
Ellis,KS,Kansas,Ellis,2011,469,America/Chicago
Hildebran,NC,North Carolina,Burke,2010,274,America/New_York
Bethel Island,CA,California,Contra Costa,2010,147,America/Los_Angeles
Saint Paris,OH,Ohio,Champaign,2010,479,America/New_York
Lathrop,MO,Missouri,Clinton,2010,442,America/Chicago
Seymour,MO,Missouri,Webster,2010,280,America/Chicago
Rainier,OR,Oregon,Columbia,2010,190,America/Los_Angeles
Fairview-Ferndale,PA,Pennsylvania,Northumberland,2009,866,America/New_York
Collinsville,AL,Alabama,DeKalb,2009,198,America/Chicago
Slater-Marietta,SC,South Carolina,Greenville,2009,180,America/New_York
Devon,PA,Pennsylvania,Chester,2008,1269,America/New_York
Arcanum,OH,Ohio,Darke,2008,609,America/New_York
Roman Forest,TX,Texas,Montgomery,2006,355,America/Chicago
Wallace,FL,Florida,Santa Rosa,2005,65,America/Chicago
Pelican Bay,TX,Texas,Tarrant,2005,1155,America/Chicago
Mogul,NV,Nevada,Washoe,2005,533,America/Los_Angeles
Kechi,KS,Kansas,Sedgwick,2005,128,America/Chicago
Eupora,MS,Mississippi,Webster,2005,231,America/Chicago
Goliad,TX,Texas,Goliad,2004,494,America/Chicago
Springfield,MN,Minnesota,Brown,2004,412,America/Chicago
Bryant,WA,Washington,Snohomish,2003,125,America/Los_Angeles
Pine Island Center,FL,Florida,Lee,2002,176,America/New_York
Seneca Knolls,NY,New York,Onondaga,2002,621,America/New_York
Level Plains,AL,Alabama,Dale,2002,251,America/Chicago
Flora,IN,Indiana,Carroll,2002,673,America/Indiana/Indianapolis
Albany,KY,Kentucky,Clinton,2002,339,America/Chicago
Napavine,WA,Washington,Lewis,2001,267,America/Los_Angeles
Shorewood Hills,WI,Wisconsin,Dane,2001,958,America/Chicago
Eyota,MN,Minnesota,Olmsted,2001,457,America/Chicago
Jonesville,LA,Louisiana,Catahoula,2000,402,America/Chicago
Girard,IL,Illinois,Macoupin,2000,826,America/Chicago
Crimora,VA,Virginia,Augusta,1999,254,America/New_York
Wapello,IA,Iowa,Louisa,1999,596,America/Chicago
Edgerton,OH,Ohio,Williams,1999,447,America/New_York
Port Allegany,PA,Pennsylvania,McKean,1998,426,America/New_York
Garyville,LA,Louisiana,Saint John the Baptist,1997,54,America/Chicago
Moravian Falls,NC,North Carolina,Wilkes,1997,153,America/New_York
Valley View,OH,Ohio,Cuyahoga,1997,141,America/New_York
Seabrook Farms,NJ,New Jersey,Cumberland,1996,355,America/New_York
South Greensburg,PA,Pennsylvania,Westmoreland,1996,1090,America/New_York
Enterprise,OR,Oregon,Wallowa,1996,525,America/Los_Angeles
Nanawale Estates,HI,Hawaii,Hawaii,1995,352,Pacific/Honolulu
Freeland,WA,Washington,Island,1994,198,America/Los_Angeles
Rainbow,CA,California,San Diego,1994,69,America/Los_Angeles
Judsonia,AR,Arkansas,White,1994,266,America/Chicago
Lusby,MD,Maryland,Calvert,1994,219,America/New_York
Cooper,TX,Texas,Delta,1993,526,America/Chicago
Burnham,PA,Pennsylvania,Mifflin,1993,731,America/New_York
Aptos Hills-Larkin Valley,CA,California,Santa Cruz,1993,83,America/Los_Angeles
Rosemount,OH,Ohio,Scioto,1993,133,America/New_York
Trail Creek,IN,Indiana,LaPorte,1992,632,America/Chicago
Derwood,MD,Maryland,Montgomery,1992,1227,America/New_York
Kenilworth,PA,Pennsylvania,Chester,1991,450,America/New_York
South Roxana,IL,Illinois,Madison,1991,357,America/Chicago
Drexel,OH,Ohio,Montgomery,1991,351,America/New_York
Roanoke,IL,Illinois,Woodford,1990,819,America/Chicago
Los Llanos,PR,Puerto Rico,Coamo,1990,974,America/Puerto_Rico
Leechburg,PA,Pennsylvania,Armstrong,1989,1748,America/New_York
Belmont,MS,Mississippi,Tishomingo,1988,162,America/Chicago
Homosassa,FL,Florida,Citrus,1987,98,America/New_York
Beverly Hills,TX,Texas,McLennan,1987,1165,America/Chicago
Cecilia,LA,Louisiana,Saint Martin,1987,362,America/Chicago
Piperton,TN,Tennessee,Fayette,1986,28,America/Chicago
Liberty,IN,Indiana,Union,1986,894,America/Indiana/Indianapolis
Clancy,MT,Montana,Jefferson,1986,19,America/Denver
Carlisle,KY,Kentucky,Nicholas,1986,577,America/New_York
Bunker Hill,OR,Oregon,Coos,1986,525,America/Los_Angeles
Sussex,NJ,New Jersey,Sussex,1985,1292,America/New_York
Aitkin,MN,Minnesota,Aitkin,1985,296,America/Chicago
Fort Denaud,FL,Florida,Hendry,1984,38,America/New_York
Lake Mills,IA,Iowa,Winnebago,1984,284,America/Chicago
West Hamburg,PA,Pennsylvania,Berks,1983,235,America/New_York
Batavia,OH,Ohio,Clermont,1983,262,America/New_York
Daguao,PR,Puerto Rico,Naguabo,1983,1377,America/Puerto_Rico
Mattawan,MI,Michigan,Van Buren,1982,200,America/Detroit
First Mesa,AZ,Arizona,Navajo,1981,48,America/Phoenix
Carrington,ND,North Dakota,Foster,1980,329,America/Chicago
Abram,TX,Texas,Hidalgo,1979,226,America/Chicago
Hayden,CO,Colorado,Routt,1979,232,America/Denver
Churubusco,IN,Indiana,Whitley,1979,729,America/Indiana/Indianapolis
Ogden,IA,Iowa,Boone,1979,558,America/Chicago
South Bloomfield,OH,Ohio,Pickaway,1979,194,America/New_York
Epworth,IA,Iowa,Dubuque,1978,430,America/Chicago
Springerville,AZ,Arizona,Apache,1978,66,America/Phoenix
Aberdeen,ID,Idaho,Bingham,1977,741,America/Boise
Cave Junction,OR,Oregon,Josephine,1977,422,America/Los_Angeles
Varnville,SC,South Carolina,Hampton,1976,199,America/New_York
Battle Ground,IN,Indiana,Tippecanoe,1975,747,America/Indiana/Indianapolis
Livingston,LA,Louisiana,Livingston,1974,236,America/Chicago
Remsenburg-Speonk,NY,New York,Suffolk,1974,211,America/New_York
Calwa,CA,California,Fresno,1974,1342,America/Los_Angeles
Minonk,IL,Illinois,Woodford,1974,317,America/Chicago
Slayton,MN,Minnesota,Murray,1974,390,America/Chicago
Badin,NC,North Carolina,Stanly,1973,420,America/New_York
Wofford Heights,CA,California,Kern,1973,119,America/Los_Angeles
Camden,OH,Ohio,Preble,1973,613,America/New_York
Coupeville,WA,Washington,Island,1972,599,America/Los_Angeles
Burnt Store Marina,FL,Florida,Lee,1972,714,America/New_York
Arcade,GA,Georgia,Jackson,1972,82,America/New_York
Coleraine,MN,Minnesota,Itasca,1972,49,America/Chicago
East Atlantic Beach,NY,New York,Nassau,1971,2438,America/New_York
Hodgkins,IL,Illinois,Cook,1971,280,America/Chicago
Atkins,IA,Iowa,Benton,1970,693,America/Chicago
McColl,SC,South Carolina,Marlboro,1970,724,America/New_York
Midway,PA,Pennsylvania,Adams,1969,1149,America/New_York
Mason Neck,VA,Virginia,Fairfax,1969,54,America/New_York
Monticello,UT,Utah,San Juan,1969,210,America/Denver
Custer,SD,South Dakota,Custer,1969,300,America/Denver
Carterville,MO,Missouri,Jasper,1968,291,America/Chicago
Caney,KS,Kansas,Montgomery,1968,561,America/Chicago
Mill City,OR,Oregon,Linn,1968,906,America/Los_Angeles
Cade,LA,Louisiana,Saint Martin,1967,113,America/Chicago
Somerset,TX,Texas,Bexar,1965,379,America/Chicago
Canyonville,OR,Oregon,Douglas,1965,688,America/Los_Angeles
Mart,TX,Texas,McLennan,1963,577,America/Chicago
Yanceyville,NC,North Carolina,Caswell,1963,137,America/New_York
Sumner,IA,Iowa,Bremer,1962,308,America/Chicago
Lebanon Junction,KY,Kentucky,Bullitt,1962,134,America/New_York
Clyde,NY,New York,Wayne,1961,344,America/New_York
Stagecoach,NV,Nevada,Lyon,1961,90,America/Los_Angeles
Golden Meadow,LA,Louisiana,Lafourche,1960,309,America/Chicago
Syracuse,NE,Nebraska,Otoe,1960,592,America/Chicago
Collinsville,TX,Texas,Grayson,1959,815,America/Chicago
Hopwood,PA,Pennsylvania,Fayette,1958,400,America/New_York
Davisboro,GA,Georgia,Washington,1958,247,America/New_York
Kouts,IN,Indiana,Porter,1958,646,America/Chicago
Willard,UT,Utah,Box Elder,1958,134,America/Denver
Ogden,KS,Kansas,Riley,1958,451,America/Chicago
Georgetown,PA,Pennsylvania,Luzerne,1957,1009,America/New_York
Carbon Cliff,IL,Illinois,Rock Island,1957,360,America/Chicago
Granite,OK,Oklahoma,Greer,1957,233,America/Chicago
Ocean Ridge,FL,Florida,Palm Beach,1956,989,America/New_York
Fritz Creek,AK,Alaska,Kenai Peninsula,1956,13,America/Anchorage
Stewart Manor,NY,New York,Nassau,1956,3605,America/New_York
Britt,IA,Iowa,Hancock,1955,597,America/Chicago
Northwood,IA,Iowa,Worth,1955,200,America/Chicago
Manchester,OH,Ohio,Adams,1955,588,America/New_York
Landisville,PA,Pennsylvania,Lancaster,1954,591,America/New_York
Erma,NJ,New Jersey,Cape May,1953,233,America/New_York
Waverly,VA,Virginia,Sussex,1953,244,America/New_York
Arden on the Severn,MD,Maryland,Anne Arundel,1953,527,America/New_York
Princeville,HI,Hawaii,Kauai,1952,312,Pacific/Honolulu
Limon,CO,Colorado,Lincoln,1952,238,America/Denver
Stevenson,AL,Alabama,Jackson,1951,97,America/Chicago
Prudenville,MI,Michigan,Roscommon,1951,273,America/Detroit
Inkerman,PA,Pennsylvania,Luzerne,1950,1019,America/New_York
Colby,WI,Wisconsin,Clark,1949,458,America/Chicago
Three Rivers,TX,Texas,Live Oak,1949,514,America/Chicago
Shelby,MS,Mississippi,Bolivar,1949,275,America/Chicago
Star City,WV,West Virginia,Monongalia,1948,1538,America/New_York
Saint Bonaventure,NY,New York,Cattaraugus,1947,380,America/New_York
China Lake Acres,CA,California,Kern,1947,144,America/Los_Angeles
Augusta,AR,Arkansas,Woodruff,1947,359,America/Chicago
Bull Shoals,AR,Arkansas,Marion,1946,153,America/Chicago
Sparta,MO,Missouri,Christian,1946,606,America/Chicago
Hoyt Lakes,MN,Minnesota,Saint Louis,1946,13,America/Chicago
Baraga,MI,Michigan,Baraga,1946,353,America/Detroit
Brewster Hill,NY,New York,Putnam,1945,862,America/New_York
Krebs,OK,Oklahoma,Pittsburg,1945,174,America/Chicago
Sausal,NM,New Mexico,Valencia,1944,332,America/Denver
Cricket,NC,North Carolina,Wilkes,1944,211,America/New_York
Kingstown,MD,Maryland,Queen Anne's,1944,331,America/New_York
Winnsboro Mills,SC,South Carolina,Fairfield,1944,284,America/New_York
Lost Hills,CA,California,Kern,1943,135,America/Los_Angeles
Ellinwood,KS,Kansas,Barton,1943,567,America/Chicago
Goshen,AR,Arkansas,Washington,1941,65,America/Chicago
Morovis,PR,Puerto Rico,Morovis,1941,1334,America/Puerto_Rico
Shippensburg University,PA,Pennsylvania,Cumberland,1940,2683,America/New_York
New Chicago,IN,Indiana,Lake,1940,1111,America/Chicago
Point of Rocks,MD,Maryland,Frederick,1940,680,America/New_York
Mars Hill,NC,North Carolina,Madison,1939,374,America/New_York
Prophetstown,IL,Illinois,Whiteside,1939,559,America/Chicago
Mount Olive,IL,Illinois,Macoupin,1939,649,America/Chicago
Wrens,GA,Georgia,Jefferson,1939,238,America/New_York
Privateer,SC,South Carolina,Sumter,1939,91,America/New_York
Zwolle,LA,Louisiana,Sabine,1937,163,America/Chicago
Pennville,PA,Pennsylvania,York,1937,1021,America/New_York
Fisher,IL,Illinois,Champaign,1937,562,America/Chicago
Farmer City,IL,Illinois,De Witt,1936,312,America/Chicago
Blooming Prairie,MN,Minnesota,Steele,1936,523,America/Chicago
Albany,TX,Texas,Shackelford,1934,476,America/Chicago
West Carthage,NY,New York,Jefferson,1934,572,America/New_York
Huntington,UT,Utah,Emery,1934,330,America/Denver
Stockton,MO,Missouri,Cedar,1934,352,America/Chicago
Waretown,NJ,New Jersey,Ocean,1933,828,America/New_York
San Pasqual,CA,California,Los Angeles,1932,2924,America/Los_Angeles
West Sharyland,TX,Texas,Hidalgo,1931,628,America/Chicago
Prairie Grove,IL,Illinois,McHenry,1931,133,America/Chicago
Shannon,GA,Georgia,Floyd,1931,149,America/New_York
Bellville,OH,Ohio,Sandusky,1931,267,America/New_York
Whidbey Island Station,WA,Washington,Island,1930,113,America/Los_Angeles
Harlem Heights,FL,Florida,Lee,1930,1151,America/New_York
Red Corral,CA,California,Amador,1930,127,America/Los_Angeles
Haskell,OK,Oklahoma,Muskogee,1930,148,America/Chicago
Walla Walla East,WA,Washington,Walla Walla,1929,574,America/Los_Angeles
Daniels,WV,West Virginia,Raleigh,1929,160,America/New_York
Rolling Fork,MS,Mississippi,Sharkey,1929,527,America/Chicago
Tchula,MS,Mississippi,Holmes,1929,528,America/Chicago
Jenkins,KY,Kentucky,Letcher,1929,84,America/New_York
La Pine,OR,Oregon,Deschutes,1929,106,America/Los_Angeles
Parkersburg,IA,Iowa,Butler,1928,515,America/Chicago
Hinckley,MN,Minnesota,Pine,1928,193,America/Chicago
Crow Agency,MT,Montana,Big Horn,1928,101,America/Denver
Durham,OR,Oregon,Washington,1928,1817,America/Los_Angeles
Cave City,AR,Arkansas,Sharp,1927,290,America/Chicago
Princeville,NC,North Carolina,Edgecombe,1926,491,America/New_York
Cana,VA,Virginia,Carroll,1926,93,America/New_York
Catlin,IL,Illinois,Vermilion,1926,875,America/Chicago
Ixonia,WI,Wisconsin,Jefferson,1925,204,America/Chicago
Sour Lake,TX,Texas,Hardin,1924,320,America/Chicago
Wild Peach Village,TX,Texas,Brazoria,1924,74,America/Chicago
Painted Post,NY,New York,Steuben,1924,583,America/New_York
Towamensing Trails,PA,Pennsylvania,Carbon,1924,127,America/New_York
Sullivan's Island,SC,South Carolina,Charleston,1924,297,America/New_York
Italy,TX,Texas,Ellis,1923,411,America/Chicago
Haslet,TX,Texas,Tarrant,1923,85,America/Chicago
Rancho Tehama Reserve,CA,California,Tehama,1922,63,America/Los_Angeles
Springfield,SD,South Dakota,Bon Homme,1922,719,America/Chicago
Christmas,FL,Florida,Orange,1921,16,America/New_York
Anderson,MO,Missouri,McDonald,1919,325,America/Chicago
Nettleton,MS,Mississippi,Lee,1919,184,America/Chicago
Lakeshore,LA,Louisiana,Ouachita,1918,868,America/Chicago
Glenmoor,OH,Ohio,Columbiana,1918,265,America/New_York
Perry Park,CO,Colorado,Douglas,1917,86,America/Denver
Scottsville,NY,New York,Monroe,1916,683,America/New_York
Greenock,PA,Pennsylvania,Allegheny,1916,694,America/New_York
Shadeland,IN,Indiana,Tippecanoe,1916,27,America/Indiana/Indianapolis
Doniphan,MO,Missouri,Ripley,1916,537,America/Chicago
